0	 0 	21.0 	 21.001309332537424 	 0.0013093325374242681 	  sensor_0 -> rsu_0 -> sensor_0 
1	 0 	22.0 	 22.001837243594146 	 0.001837243594145832 	  sensor_0 -> rsu_0 -> sensor_0 
2	 0 	23.0 	 23.000409256008307 	 0.0004092560083073238 	  sensor_0 -> rsu_0 -> sensor_0 
3	 0 	24.0 	 24.001788652921924 	 0.0017886529219239833 	  sensor_0 -> rsu_0 -> sensor_0 
4	 0 	25.0 	 25.000999951375032 	 0.000999951375032282 	  sensor_0 -> rsu_0 -> sensor_0 
5	 0 	26.0 	 26.00008900792233 	 8.900792233035304e-05 	  sensor_0 -> rsu_0 -> sensor_0 
6	 0 	27.0 	 27.000938520788228 	 0.0009385207882282032 	  sensor_0 -> rsu_0 -> sensor_0 
7	 0 	28.0 	 28.001274552270658 	 0.0012745522706580914 	  sensor_0 -> rsu_0 -> sensor_0 
8	 0 	29.0 	 29.00122867305447 	 0.001228673054470164 	  sensor_0 -> gnb -> sensor_0 
9	 0 	30.0 	 30.000308647744024 	 0.00030864774402417083 	  sensor_0 -> rsu_0 -> sensor_0 
10	 0 	31.0 	 31.000288936410097 	 0.00028893641009730686 	  sensor_0 -> rsu_0 -> sensor_0 
11	 0 	32.0 	 32.001983824025835 	 0.0019838240258351902 	  sensor_0 -> gnb -> sensor_0 
12	 0 	33.0 	 33.000902940816765 	 0.0009029408167648967 	  sensor_0 -> rsu_0 -> sensor_0 
13	 0 	34.0 	 34.001418550560366 	 0.0014185505603663273 	  sensor_0 -> rsu_0 -> sensor_0 
14	 0 	35.0 	 35.001709823967076 	 0.001709823967075863 	  sensor_0 -> rsu_0 -> sensor_0 
15	 0 	36.0 	 36.00239473888831 	 0.002394738888312986 	  sensor_0 -> rsu_0 -> sensor_0 
16	 0 	37.0 	 37.00033969635506 	 0.0003396963550628129 	  sensor_0 -> rsu_0 -> sensor_0 
17	 0 	38.0 	 38.00102974247441 	 0.001029742474408124 	  sensor_0 -> rsu_0 -> sensor_0 
18	 0 	39.0 	 39.00092085670703 	 0.0009208567070331242 	  sensor_0 -> rsu_0 -> sensor_0 
19	 0 	40.0 	 40.00017398453392 	 0.00017398453392303281 	  sensor_0 -> rsu_0 -> sensor_0 
20	 0 	41.0 	 41.00021579561514 	 0.00021579561514073475 	  sensor_0 -> rsu_0 -> sensor_0 
30	 0 	41.0 	 41.00413284566665 	 0.004132845666653395 	  sensor_1 -> rsu_0 -> sensor_1 
21	 0 	42.0 	 42.000240776684365 	 0.00024077668436461863 	  sensor_0 -> rsu_0 -> sensor_0 
31	 0 	42.0 	 42.00119998823462 	 0.0011999882346174218 	  sensor_1 -> rsu_0 -> sensor_1 
22	 0 	43.0 	 43.00128001391452 	 0.001280013914517042 	  sensor_0 -> rsu_0 -> sensor_0 
32	 0 	43.0 	 43.00174186981018 	 0.001741869810182095 	  sensor_1 -> rsu_0 -> sensor_1 
23	 0 	44.0 	 44.00185857640215 	 0.001858576402149481 	  sensor_0 -> rsu_0 -> sensor_0 
33	 0 	44.0 	 44.00249622072722 	 0.0024962207272167802 	  sensor_1 -> rsu_0 -> sensor_1 
34	 0 	45.0 	 45.002055364300546 	 0.002055364300545648 	  sensor_1 -> gnb -> sensor_1 
24	 0 	45.0 	 45.001871894482605 	 0.00187189448260483 	  sensor_0 -> rsu_0 -> sensor_0 
25	 0 	46.0 	 46.00233944252868 	 0.0023394425286795695 	  sensor_0 -> rsu_0 -> sensor_0 
35	 0 	46.0 	 46.002773314952535 	 0.0027733149525346334 	  sensor_1 -> rsu_0 -> sensor_1 
36	 0 	47.0 	 47.00033055721578 	 0.0003305572157827896 	  sensor_1 -> gnb -> sensor_1 
26	 0 	47.0 	 47.00128582626513 	 0.0012858262651320729 	  sensor_0 -> rsu_0 -> sensor_0 
27	 0 	48.0 	 48.00196444950483 	 0.001964449504832544 	  sensor_0 -> rsu_0 -> sensor_0 
37	 0 	48.0 	 48.00208991277393 	 0.0020899127739326673 	  sensor_1 -> rsu_0 -> sensor_1 
28	 0 	49.0 	 49.00022027073479 	 0.00022027073479335968 	  sensor_0 -> rsu_0 -> sensor_0 
38	 0 	49.0 	 49.00124856677862 	 0.001248566778620841 	  sensor_1 -> rsu_0 -> sensor_1 
