2021-03-22 20:25:59.883980 	 resources/poisson_70.inp 	 resources/car_deu5.inp 	         6 	 0.003817150551782649 	 12 	         15651 
2021-03-22 20:26:27.271771 	 resources/poisson_70.inp 	 resources/car_deu5.inp 	         6 	 0.0037758194403439732 	 12 	         15653 
2021-03-22 20:26:34.862583 	 resources/poisson_70.inp 	 resources/car_deu5.inp 	         6 	 0.0038197303557810747 	 9 	         15654 
2021-03-22 20:56:41.911791 	 resources/poisson_70.inp 	 resources/car_deu5.inp 	         6 	 0.0038551502395207477 	 19 	         15654 
2021-03-22 20:56:57.815236 	 resources/poisson_70.inp 	 resources/car_deu5.inp 	         6 	 0.0038391818024337064 	 17 	         15653 
2021-03-22 20:59:31.369409 	 resources/poisson_70.inp 	 resources/car_deu5.inp 	         6 	 0.003852181841340998 	 16 	         15653 
2021-03-23 17:22:45.668084 	 resources/poisson_70.inp 	 resources/car_deu5.inp 	         6 	 0.0016037213664774664 	 25 	         14837 
2021-03-23 17:23:29.586468 	 resources/poisson_70.inp 	 resources/car_deu5.inp 	         6 	 0.001590733592621586 	 28 	         14840 
2021-03-23 17:40:03.705237 	 resources/poisson_70.inp 	 resources/car_deu5.inp 	         6 	 0.0015954727793631102 	 38 	         14824 
2021-03-23 17:50:43.401484 	 resources/poisson_70.inp 	 resources/car_deu5.inp 	         6 	 0.0016136379387661237 	 28 	         14791 
2021-03-23 17:51:39.918543 	 resources/poisson_70.inp 	 resources/car_deu5.inp 	         6 	 0.0015717683146246023 	 33 	         14843 
2021-03-23 17:51:47.350879 	 resources/poisson_70.inp 	 resources/car_deu5.inp 	         6 	 0.0015693664988608944 	 29 	         14820 
2021-03-23 17:52:42.847009 	 resources/poisson_70.inp 	 resources/car_deu5.inp 	         6 	 0.001572755881211113 	 34 	         14832 
2021-03-23 17:54:35.211147 	 resources/poisson_70.inp 	 resources/car_deu5.inp 	         6 	 0.0015625801853237403 	 32 	         14866 
2021-03-23 17:54:56.256611 	 resources/poisson_70.inp 	 resources/car_deu5.inp 	         6 	 0.0015730182056805943 	 28 	         14847 
2021-03-23 17:56:11.949886 	 resources/poisson_70.inp 	 resources/car_deu5.inp 	         6 	 0.0015887835202099763 	 34 	         14828 
2021-03-23 18:09:07.249024 	 resources/packet_deu5.inp 	 resources/car_deu5.inp 	         6 	 0.0021902609690896664 	 0 	         33 
2021-03-23 18:10:15.495042 	 resources/packet_deu5.inp 	 resources/car_deu5.inp 	         6 	 0.0018763839039481508 	 0 	         36 
2021-03-23 18:11:09.190069 	 resources/packet_deu1.inp 	 resources/car_deu5.inp 	         6 	 0.00200454102300605 	 0 	         211 
2021-03-23 18:11:58.634080 	 resources/packet_deu1.inp 	 resources/car_deu5.inp 	         6 	 0.0020845159960262436 	 0 	         205 
2021-03-23 19:03:50.205535 	 resources/packet_deu1.inp 	 resources/car_deu5.inp 	         6 	 0.002067329393334956 	 0 	         207 
2021-03-23 19:06:29.922621 	 resources/packet_deu1.inp 	 resources/car_deu5.inp 	         6 	 0.002074092332990825 	 0 	         205 
2021-03-23 19:09:58.228172 	 resources/packet_deu1.inp 	 resources/car_deu5.inp 	         6 	 0.0022350557611858462 	 3 	         210 
2021-03-23 20:39:20.996183 	 resources/packet_deu1.inp 	 resources/car_deu5.inp 	         6 	 0.0022490516726670364 	 0 	         204 
2021-03-23 20:40:49.250138 	 resources/packet_deu1.inp 	 resources/car_deu5.inp 	         6 	 0.002133113535421693 	 0 	         205 
2021-03-23 20:41:16.088704 	 resources/packet_deu1.inp 	 resources/car_deu5.inp 	         6 	 0.0023833537739576436 	 1 	         206 
2021-03-23 20:42:14.883026 	 resources/packet_deu1.inp 	 resources/car_deu5.inp 	         6 	 0.0023753788969171335 	 0 	         201 
2021-03-23 20:44:00.944216 	 resources/packet_deu1.inp 	 resources/car_deu5.inp 	         6 	 0.00237897845219661 	 0 	         207 
2021-03-23 20:45:25.637990 	 resources/packet_deu1.inp 	 resources/car_deu5.inp 	         6 	 0.002330014603904965 	 1 	         204 
2021-03-23 20:49:06.114427 	 resources/packet_deu1.inp 	 resources/car_deu5.inp 	         6 	 0.0023695720762595906 	 0 	         205 
2021-03-23 20:54:08.440606 	 resources/packet_deu1.inp 	 resources/car_deu5.inp 	         6 	 0.002781469360714874 	 7 	         196 
2021-03-23 21:01:16.035607 	 resources/packet_deu1.inp 	 resources/car_deu5.inp 	         6 	 0.00309571925377338 	 8 	         194 
2021-03-23 21:03:01.446994 	 resources/packet_deu1.inp 	 resources/car_deu5.inp 	         6 	 0.0011035516056154826 	 0 	         4 
2021-03-23 21:03:28.556937 	 resources/packet_deu1.inp 	 resources/car_deu5.inp 	         6 	 0.002072936906190481 	 0 	         24 
2021-03-23 21:23:35.425759 	 resources/packet_deu1.inp 	 resources/car_deu5.inp 	         6 	 0.0020036553334665396 	 0 	         27 
2021-03-23 21:24:04.548683 	 resources/packet_deu1.inp 	 resources/car_deu5.inp 	         6 	 0.0020663648687996266 	 0 	         27 
